Sale_ID,Date,Brand,Shoe_Type,Color,Country,Sales_Channel,Price_USD,Units_Sold,Revenue_USD
S343,2025-08-21,Skechers,Running,White,Germany,Retail Store,68.1,3,204.3
S344,2025-09-05,Adidas,Sports,Grey,UK,Retail Store,125.45,15,1881.75
S345,2025-06-13,Reebok,Casual,Blue,India,Mall,117.67,12,1412.04
S346,2025-02-24,Adidas,Formal,Black,France,Retail Store,165.49,11,1820.39
S347,2025-05-07,Nike,Running,Blue,Germany,Mall,169.72,5,848.6
S348,2025-08-03,Adidas,Sports,Grey,UAE,Retail Store,39.97,8,319.76
S349,2025-04-08,Reebok,Sneakers,Red,Germany,Retail Store,112.41,6,674.46
S350,2025-09-12,Nike,Formal,Grey,Germany,Online,167.69,1,167.69
S351,2025-04-21,Puma,Running,Black,France,Retail Store,140.69,19,2673.11
S352,2025-11-02,Puma,Sneakers,Black,Saudi Arabia,Online,218.43,16,3494.88
S353,2025-08-09,Puma,Boots,Blue,Saudi Arabia,Retail Store,174.91,5,874.55
S354,2025-07-07,Reebok,Running,Grey,India,Online,65.85,2,131.7
S355,2025-07-05,Puma,Running,Red,India,Retail Store,45.53,18,819.54
S356,2025-10-09,New Balance,Boots,Grey,USA,Online,171.33,9,1541.97
S357,2025-02-19,Puma,Sports,Grey,France,Online,35.83,13,465.79
S358,2025-04-12,New Balance,Formal,Grey,USA,Online,158.87,20,3177.4
S359,2025-01-20,Skechers,Sports,Red,India,Retail Store,236.85,5,1184.25
S360,2025-03-18,New Balance,Casual,Blue,India,Retail Store,156.6,20,3132.0
S361,2025-03-25,New Balance,Boots,Blue,India,Retail Store,115.4,13,1500.2
S362,2025-09-17,New Balance,Formal,Green,India,Retail Store,171.52,17,2915.84
S363,2025-09-01,Puma,Sports,Green,USA,Retail Store,130.82,1,130.82
S364,2025-10-26,Skechers,Boots,Green,USA,Mall,150.04,10,1500.4
S365,2025-08-31,Skechers,Sneakers,Grey,UK,Mall,237.12,9,2134.08
S366,2025-01-27,Reebok,Casual,Grey,UAE,Mall,114.94,19,2183.86
S367,2025-11-14,Adidas,Boots,White,USA,Mall,241.46,13,3138.98
S368,2025-12-25,Adidas,Running,Red,France,Retail Store,229.18,4,916.72
S369,2025-03-19,Skechers,Casual,Red,India,Mall,73.07,14,1022.98
S370,2025-08-30,Skechers,Casual,Grey,UK,Mall,45.26,2,90.52
S371,2025-06-16,New Balance,Formal,Blue,UK,Retail Store,52.17,16,834.72
S372,2025-09-30,New Balance,Sports,Green,Saudi Arabia,Mall,34.01,11,374.11
S373,2025-12-15,New Balance,Formal,White,UK,Retail Store,50.78,9,457.02
S374,2025-10-13,Adidas,Sports,Blue,UAE,Online,180.26,10,1802.6
S375,2025-12-20,Puma,Formal,Blue,India,Mall,45.66,16,730.56
S376,2025-05-21,Nike,Sneakers,Green,India,Retail Store,100.17,10,1001.7
S377,2025-07-22,Adidas,Sports,Black,France,Mall,215.87,12,2590.44
S378,2025-02-10,Reebok,Boots,Blue,UAE,Retail Store,35.12,12,421.44
S379,2025-04-20,New Balance,Sports,Grey,UAE,Retail Store,209.18,7,1464.26
S380,2025-03-12,New Balance,Boots,Grey,UK,Online,92.01,4,368.04
S381,2025-01-26,Adidas,Boots,White,USA,Online,56.0,17,952.0
S382,2025-07-31,Skechers,Formal,Black,UAE,Online,183.28,11,2016.08
S383,2025-01-03,Adidas,Formal,Green,Germany,Retail Store,168.37,18,3030.66
S384,2025-11-30,Puma,Sports,Blue,UAE,Online,223.04,7,1561.28
S385,2025-02-15,Adidas,Sneakers,Green,UAE,Online,191.72,19,3642.68
S386,2025-03-31,Adidas,Running,Red,Saudi Arabia,Retail Store,206.77,14,2894.78
S387,2025-04-06,Nike,Running,Blue,India,Mall,92.05,10,920.5
S388,2025-02-24,Puma,Formal,Green,India,Mall,69.04,11,759.44
S389,2025-09-10,New Balance,Formal,Blue,UK,Online,195.14,5,975.7
S390,2025-06-19,Skechers,Formal,Green,France,Mall,207.5,6,1245.0
S391,2025-04-06,Skechers,Sports,Blue,India,Mall,247.91,1,247.91
S392,2025-04-09,New Balance,Boots,Red,Saudi Arabia,Retail Store,120.78,6,724.68
S393,2025-09-21,Nike,Formal,Green,USA,Online,111.84,11,1230.24
S394,2025-03-13,Puma,Casual,Black,France,Retail Store,200.81,16,3212.96
S395,2025-05-01,Puma,Sports,Blue,India,Mall,104.98,15,1574.7
S396,2025-10-21,Puma,Boots,Blue,UAE,Online,234.77,1,234.77
S397,2025-02-01,Reebok,Sports,White,Germany,Mall,218.85,4,875.4
S398,2025-09-15,Skechers,Running,Green,France,Retail Store,124.38,10,1243.8
S399,2025-11-11,Adidas,Casual,Red,UK,Retail Store,195.19,8,1561.52
S400,2025-11-07,Reebok,Boots,Grey,Germany,Mall,196.0,12,2352.0
S401,2025-12-07,Adidas,Boots,Grey,Saudi Arabia,Online,52.69,7,368.83
S402,2025-09-27,New Balance,Boots,Blue,USA,Mall,228.56,15,3428.4
S403,2025-02-27,New Balance,Sneakers,White,India,Mall,141.16,2,282.32
S404,2025-03-18,Puma,Sneakers,Red,USA,Mall,211.82,6,1270.92
S405,2025-04-16,Reebok,Running,Grey,Germany,Online,100.41,19,1907.79
S406,2025-08-21,New Balance,Formal,Red,India,Online,227.02,5,1135.1
S407,2025-10-14,Skechers,Sports,Green,USA,Retail Store,115.62,15,1734.3
S408,2025-05-11,Skechers,Casual,Grey,USA,Online,32.38,1,32.38
S409,2025-08-05,Skechers,Running,Grey,USA,Online,229.18,12,2750.16
S410,2025-08-30,Puma,Formal,White,Saudi Arabia,Online,50.08,2,100.16
S411,2025-11-25,Puma,Formal,Red,Saudi Arabia,Retail Store,100.25,14,1403.5
S412,2025-07-12,Skechers,Boots,Grey,UK,Mall,239.01,3,717.03
S413,2025-06-28,Adidas,Sneakers,Red,India,Online,239.13,4,956.52
S414,2025-04-25,Nike,Sports,Red,UAE,Mall,156.16,1,156.16
S415,2025-10-06,New Balance,Formal,White,UK,Retail Store,169.0,14,2366.0
S416,2025-06-27,Puma,Casual,Green,Saudi Arabia,Online,128.66,5,643.3
S417,2025-01-17,New Balance,Running,White,UK,Online,94.51,14,1323.14
S418,2025-02-21,Nike,Formal,Grey,UAE,Mall,102.31,20,2046.2
S419,2025-01-25,Skechers,Running,Red,Germany,Online,177.95,8,1423.6
S420,2025-10-04,Nike,Casual,Grey,France,Online,195.52,7,1368.64
S421,2025-10-22,New Balance,Sneakers,Green,Saudi Arabia,Retail Store,204.15,11,2245.65
S422,2025-05-02,Adidas,Boots,Grey,UK,Retail Store,203.72,10,2037.2
S423,2025-06-03,Nike,Sneakers,Grey,UAE,Online,50.07,9,450.63
S424,2025-11-17,New Balance,Formal,Black,France,Mall,138.77,14,1942.78
S425,2025-12-10,New Balance,Sports,Green,Germany,Retail Store,42.66,13,554.58
S426,2025-03-18,Reebok,Casual,Grey,Germany,Online,150.9,10,1509.0
S427,2025-04-26,Skechers,Casual,Red,USA,Mall,127.14,10,1271.4
S428,2025-07-31,New Balance,Sneakers,White,Germany,Online,225.29,14,3154.06
S429,2025-05-11,Puma,Boots,Black,Germany,Retail Store,107.2,7,750.4
S430,2025-02-17,Skechers,Casual,Black,France,Retail Store,55.75,18,1003.5
S431,2025-12-11,New Balance,Running,Black,UK,Mall,61.46,20,1229.2
S432,2025-12-10,Adidas,Formal,White,Saudi Arabia,Retail Store,197.53,18,3555.54
S433,2025-06-05,Adidas,Casual,Green,USA,Mall,166.01,1,166.01
S434,2025-09-03,Skechers,Sneakers,Green,UK,Retail Store,52.25,8,418.0
S435,2025-05-03,Puma,Sports,Red,Germany,Mall,48.5,18,873.0
S436,2025-11-29,Puma,Sports,Blue,India,Retail Store,184.21,12,2210.52
S437,2025-08-27,Skechers,Formal,Blue,UK,Retail Store,46.01,4,184.04
S438,2025-06-10,Nike,Sneakers,White,UAE,Online,210.81,14,2951.34
S439,2025-01-09,New Balance,Sneakers,Grey,UAE,Retail Store,185.37,9,1668.33
S440,2025-06-01,Adidas,Sports,White,Germany,Mall,47.9,5,239.5
S441,2025-05-06,New Balance,Boots,Green,France,Retail Store,48.66,16,778.56
S442,2025-09-08,Reebok,Casual,Green,Saudi Arabia,Retail Store,247.06,16,3952.96
S443,2025-03-28,Skechers,Sneakers,Red,UK,Mall,112.34,5,561.7
S444,2025-11-25,New Balance,Running,Black,Saudi Arabia,Mall,111.54,2,223.08
S445,2025-01-25,Reebok,Casual,Green,UK,Online,208.82,1,208.82
S446,2025-12-29,Nike,Casual,Grey,Germany,Retail Store,238.39,5,1191.95
S447,2025-01-31,Skechers,Boots,Grey,Germany,Mall,246.92,20,4938.4
S448,2025-09-07,Nike,Sneakers,Grey,Germany,Online,195.74,1,195.74
S449,2025-01-09,Skechers,Sports,Grey,France,Online,112.78,17,1917.26
S450,2025-09-15,Adidas,Running,Black,India,Online,48.37,14,677.18
S451,2025-05-04,New Balance,Sneakers,Blue,Saudi Arabia,Retail Store,200.97,7,1406.79
S452,2025-05-17,Nike,Sports,Red,Germany,Mall,152.85,13,1987.05
S453,2025-05-05,Puma,Boots,Black,UAE,Mall,123.33,8,986.64
S454,2025-01-17,Reebok,Formal,Red,India,Retail Store,229.4,3,688.2
S455,2025-01-29,Skechers,Casual,Black,Germany,Retail Store,54.46,1,54.46
S456,2025-11-27,New Balance,Running,Grey,USA,Online,138.38,11,1522.18
S457,2025-04-19,Reebok,Sports,Black,USA,Mall,32.5,19,617.5
S458,2025-05-24,New Balance,Boots,Black,UK,Retail Store,133.11,18,2395.98
S459,2025-01-09,New Balance,Casual,Green,Saudi Arabia,Retail Store,42.39,7,296.73
S460,2025-02-09,Adidas,Sneakers,White,India,Retail Store,56.14,10,561.4
S461,2025-12-13,Puma,Formal,Green,UK,Mall,55.86,18,1005.48
S462,2025-02-10,Skechers,Sports,Black,USA,Retail Store,172.83,17,2938.11
S463,2025-04-29,Puma,Sneakers,Grey,India,Retail Store,194.13,3,582.39
S464,2025-06-17,Skechers,Sports,Red,Germany,Online,158.34,1,158.34
S465,2025-07-02,Reebok,Formal,White,UAE,Mall,241.68,18,4350.24
S466,2025-12-05,Nike,Sneakers,Blue,Saudi Arabia,Online,112.47,13,1462.11
S467,2025-02-07,Puma,Casual,Red,UAE,Mall,92.86,3,278.58
S468,2025-03-20,Puma,Sports,Black,USA,Online,221.09,13,2874.17
S469,2025-06-07,Puma,Sports,Black,UK,Online,79.19,15,1187.85
S470,2025-04-06,Reebok,Sneakers,Grey,India,Retail Store,241.91,14,3386.74
S471,2025-02-22,Nike,Sports,Grey,USA,Mall,32.67,1,32.67
S472,2025-11-03,Reebok,Running,Blue,Germany,Retail Store,243.37,11,2677.07
S473,2025-02-13,Adidas,Sneakers,Grey,UK,Mall,39.5,18,711.0
S474,2025-07-14,Adidas,Sports,Blue,France,Retail Store,226.05,6,1356.3
S475,2025-03-16,Adidas,Formal,Blue,Germany,Retail Store,146.09,3,438.27
S476,2025-09-05,Puma,Sports,White,UAE,Mall,248.45,3,745.35
S477,2025-09-11,New Balance,Casual,Red,USA,Online,46.24,20,924.8
S478,2025-06-05,Reebok,Sports,Grey,Germany,Retail Store,151.85,1,151.85
S479,2025-08-14,Reebok,Boots,Grey,UK,Retail Store,243.25,11,2675.75
S480,2025-06-14,Skechers,Casual,Red,France,Online,145.08,20,2901.6
S481,2025-07-23,Puma,Boots,Green,UAE,Retail Store,168.47,11,1853.17
S482,2025-10-22,Puma,Formal,Blue,Saudi Arabia,Retail Store,183.06,8,1464.48
S483,2025-07-06,New Balance,Casual,Grey,India,Online,130.0,4,520.0
S484,2025-12-16,Nike,Boots,Red,UAE,Online,168.06,18,3025.08
S485,2025-08-13,Skechers,Running,Red,UAE,Retail Store,158.55,10,1585.5
S486,2025-03-13,Adidas,Sports,Green,UK,Mall,228.25,10,2282.5
S487,2025-08-05,Nike,Formal,Grey,Germany,Mall,40.0,13,520.0
S488,2025-07-25,New Balance,Boots,Red,India,Online,91.81,18,1652.58
S489,2025-07-04,New Balance,Boots,Black,USA,Online,239.09,18,4303.62
S490,2025-12-03,Adidas,Boots,Grey,USA,Mall,225.86,12,2710.32
S491,2025-11-27,Puma,Formal,Black,USA,Online,130.24,13,1693.12
S492,2025-05-13,New Balance,Boots,Grey,India,Mall,166.43,8,1331.44
S493,2025-12-19,Adidas,Formal,Blue,Germany,Retail Store,91.02,19,1729.38
S494,2025-12-14,Skechers,Sneakers,White,France,Online,71.39,19,1356.41
S495,2025-09-05,Puma,Formal,Black,USA,Mall,132.01,4,528.04
S496,2025-03-14,Puma,Sports,Red,Saudi Arabia,Online,107.74,12,1292.88
S497,2025-09-24,Puma,Formal,Black,Germany,Mall,158.4,16,2534.4
S498,2025-12-23,Puma,Running,Blue,USA,Mall,47.1,15,706.5
S499,2025-02-28,Puma,Boots,Black,UAE,Online,244.37,1,244.37
